gene_id	TCGA-BH-A0AY-01A-21R-A00Z-07	gene_id	TCGA-BH-A0AY-11A-23R-A089-07
ANKRD53	10.8648	ANKRD53	42.6087
ANKRD54	375.4889	ANKRD54	314.3478
ANKRD55	6.0843	removed	removed
ANKRD56	44.7631	ANKRD56	120.4348
ANKRD57	398.957	ANKRD57	571.7391
ANKRD58	31.7253	ANKRD58	8.6957
ANKRD5	183.3985	ANKRD5	146.087
ANKRD6	180.4563	ANKRD6	247
ANKRD9	86.9187	ANKRD9	58.2609
ANKS1A	814.4285	ANKS1A	1282.1739
ANKS1B	40.8518	ANKS1B	99.5652
ANKS3	256.4103	ANKS3	175.2174
ANKS6	77.3577	ANKS6	265.2174
ANKZF1	266.4059	ANKZF1	536.5217
ANLN	1069.9696	ANLN	43.913
ANO10	922.6423	ANO10	886.087
ANO1	1965.6671	ANO1	5342.6087
ANO2	14.3416	ANO2	66.5217
ANO3	173.8375	ANO3	22.1739
removed	removed	ANO4	8.2609
removed	removed	ANO5	76.087
ANO6	1613.6462	ANO6	4571.3043
ANO7	14.3416	ANO7	16.9565
ANO8	345.9365	ANO8	206.5217
ANO9	53.0204	ANO9	40.8696
ANP32A	2626.6841	ANP32A	2430.4348
ANP32B	3820.0782	ANP32B	2835.6522
ANP32E	759.2351	ANP32E	1058.6957
ANPEP	467.1882	ANPEP	3282.6087
ANTXR1	6966.5363	ANTXR1	4761.3043
ANTXR2	1390.6997	ANTXR2	2226.5217
ANUBL1	176.8796	ANUBL1	219.1304
ANXA11	3824.8588	ANXA11	4422.1739
ANXA1	3431.5515	ANXA1	14527.3913
ANXA2P1	87.7879	ANXA2P1	84.7826
ANXA2P2	3165.1456	ANXA2P2	5751.3043
ANXA2P3	8.6919	ANXA2P3	8.6957
ANXA2	14453.7158	ANXA2	16942.6087
ANXA3	171.2299	ANXA3	1345.2174
ANXA4	1923.9461	ANXA4	1698.6957
ANXA5	7800.5215	ANXA5	10263.4783
ANXA6	9458.0617	ANXA6	7392.6087
ANXA7	3400.2608	ANXA7	3505.6522
removed	removed	ANXA8L2	84.3478
removed	removed	ANXA8	292.1739
ANXA9	1439.3742	ANXA9	258.2609
AOAH	162.538	AOAH	85.6522
AOC2	10.8648	AOC2	59.1304
AOC3	2671.4472	AOC3	11449.1304
AOX1	287.2664	AOX1	815.2174
AP1AR	612.7771	AP1AR	696.087
AP1B1	3528.9005	AP1B1	2058.2609
AP1G1	2063.0161	AP1G1	2421.7391
AP1G2	778.8527	AP1G2	736.1043
AP1M1	933.0726	AP1M1	918.2609
AP1M2	1350.2825	AP1M2	773.913
AP1S1	1013.907	AP1S1	454.3478
AP1S2	596.2625	AP1S2	473.0435
AP1S3	71.2734	AP1S3	62.6087
AP2A1	2719.4437	AP2A1	1260.7609
AP2A2	1275.5324	AP2A2	1441.7391
AP2B1	5792.6988	AP2B1	7010
AP2M1	6978.7049	AP2M1	4872.6087
AP2S1	2288.1356	AP2S1	922.1739
AP3B1	1375.0543	AP3B1	1404.3478
removed	removed	AP3B2	50.8696
AP3D1	2039.9826	AP3D1	2230
AP3M1	1422.425	AP3M1	1340.4348
AP3M2	681.4429	AP3M2	560.4348
AP3S1	2399.3916	AP3S1	1036.9565
AP3S2	1461.0691	AP3S2	1352.0304
AP4B1	251.0691	AP4B1	339.587
AP4E1	213.8201	AP4E1	450.4348
AP4M1	386.1408	AP4M1	294.8
AP4S1	42.1556	AP4S1	72.1739
APAF1	315.9496	APAF1	459.1304
APBA1	84.3112	APBA1	300.4348
APBA2	12.1686	APBA2	55.6522
APBA3	157.3229	APBA3	126.9565
APBB1IP	413.2986	APBB1IP	905.6522
APBB1	217.7314	APBB1	720.4348
APBB2	1130.3781	APBB2	2919.1304
APBB3	129.5089	APBB3	250.4348
APC2	5.6497	removed	removed
APCDD1L	24.3372	APCDD1L	160.8696
APCDD1	272.9248	APCDD1	1498.2609
APC	669.2742	APC	1111.7391
APEH	1939.5915	APEH	1272.6087
APEX1	3775.7497	APEX1	2488.2609
APEX2	722.7292	APEX2	427.8261
APH1A	7128.2051	APH1A	3416.9565
APH1B	312.0382	APH1B	801.7391
API5	2438.9396	API5	2573.913
APIP	438.6093	APIP	462.7913
APITD1	241.9644	APITD1	174.5609
APLF	31.7253	APLF	113.0435
APLNR	1474.1417	APLNR	2333.913
APLN	184.2677	APLN	127.8261
APLP1	26.9448	APLP1	28.2609
APLP2	11670.1434	APLP2	15402.6087
APOA1BP	2857.4533	APOA1BP	1091.3043
APOB48R	341.156	APOB48R	180.8696
APOBEC3A	13.907	APOBEC3A	7.3913
APOBEC3B	125.5976	APOBEC3B	56.5217
APOBEC3C	262.4946	APOBEC3C	444.3478
APOBEC3D	39.9826	APOBEC3D	111.3043
APOBEC3F	60.4085	APOBEC3F	187.8261
APOBEC3G	209.0395	APOBEC3G	404.7826
APOBEC3H	13.907	removed	removed
APOB	6.0843	APOB	64.7826
APOC1	3047.8053	APOC1	300.4348
APOC2	370.7084	APOC2	36.9565
APOD	2922.6423	APOD	15817.8261
APOE	13843.5463	APOE	2082.6087
removed	removed	APOF	13.0435
APOL1	1459.8001	APOL1	1433.0435
APOL2	869.1873	APOL2	735.6522
APOL3	633.6375	APOL3	1648.2609
APOL4	315.515	APOL4	250.8696
APOL6	1338.5485	APOL6	3071.7391
APOLD1	1396.784	APOLD1	7087.3913
APOM	20.4259	APOM	62.9652
APOOL	119.5133	APOOL	180.8696
APOO	330.7258	APOO	187.3913
APPBP2	943.9374	APPBP2	1610
APPL1	1451.5428	APPL1	1749.5652
APPL2	737.0708	APPL2	1082.1739
APP	21067.362	APP	29585.6522
APRT	1647.9791	APRT	1022.1739
APTX	605.389	APTX	450.8696
AQP11	22.5989	AQP11	26.5217
AQP1	7149.0656	AQP1	21464.0261
AQP3	164.2764	AQP3	864.7826
removed	removed	AQP4	48.6957
AQP5	11.734	AQP5	162.6087
AQP7P1	37.8096	AQP7P1	157.8261
removed	removed	AQP7P3	16.9565
AQP7	172.0991	AQP7	1332.1739
AQP9	135.5932	AQP9	10.8696
AQPEP	19.1221	AQPEP	213.4261
AQR	1115.1673	AQR	1134.7826
ARAF	1144.2851	ARAF	972.1739
ARAP1	1871.7949	ARAP1	1782.113
ARAP2	168.1877	ARAP2	353.913
ARAP3	311.6037	ARAP3	735.2174
ARCN1	5983.0508	ARCN1	4814.7826
ARC	40.4172	ARC	70.8696
AREG	554.5415	AREG	163.913
ARF1	15721.8601	ARF1	7214.7826
ARF3	5232.073	ARF3	3897.8261
ARF4	5783.1378	ARF4	3822.6087
ARF5	2813.5593	ARF5	1555.6217
ARF6	3928.7266	ARF6	2925.2174
ARFGAP1	1440.678	ARFGAP1	767.8261
ARFGAP2	2648.4137	ARFGAP2	1765.2174
ARFGAP3	862.6684	ARFGAP3	1067.3913
ARFGEF1	3755.0456	ARFGEF1	1507.5087
ARFGEF2	1592.3512	ARFGEF2	1923.913
ARFIP1	1347.2403	ARFIP1	1148.6957
ARFIP2	1423.2942	ARFIP2	1304.7826
ARFRP1	695.7844	ARFRP1	605.6522
ARG2	98.844	ARG2	176.6348
ARGLU1	484.5719	ARGLU1	1729.1304
ARHGAP10	329.422	ARHGAP10	606.9565
ARHGAP11A	190.7866	ARHGAP11A	68.2609
removed	removed	ARHGAP11B	5.2174
ARHGAP12	832.6814	ARHGAP12	1165.6522
ARHGAP15	81.269	ARHGAP15	82.1739
ARHGAP17	1596.6971	ARHGAP17	1410.4348
ARHGAP18	636.6797	ARHGAP18	689.5652
ARHGAP19	334.2025	ARHGAP19	1020.3565
ARHGAP1	5592.7857	ARHGAP1	3139.5652
ARHGAP20	74.3155	ARHGAP20	406.9565
ARHGAP21	1017.3837	ARHGAP21	2771.7391
ARHGAP22	59.5393	ARHGAP22	50
ARHGAP23	611.0387	ARHGAP23	1086.087
ARHGAP24	350.2825	ARHGAP24	474.3478
ARHGAP25	348.9787	ARHGAP25	510.4348
ARHGAP26	258.5832	ARHGAP26	833.4783
ARHGAP27	582.7901	ARHGAP27	514.7391
ARHGAP28	205.1282	ARHGAP28	263.0435
ARHGAP29	1421.1213	ARHGAP29	3360
ARHGAP30	537.5924	ARHGAP30	374.7826
ARHGAP31	805.7366	ARHGAP31	1808.2609
ARHGAP32	1764.4502	ARHGAP32	1221.3043
ARHGAP33	114.7327	ARHGAP33	135.6522
removed	removed	ARHGAP36	148.2609
ARHGAP39	1031.2907	ARHGAP39	168.2609
ARHGAP42	73.4463	ARHGAP42	174.3478
ARHGAP4	393.7419	ARHGAP4	246.5217
ARHGAP5	1238.1573	ARHGAP5	2751.3043
ARHGAP6	107.3446	ARHGAP6	205.6522
ARHGAP8	261.4776	ARHGAP8	206.5304
ARHGAP9	119.9478	ARHGAP9	73.913
ARHGDIA	9103.8679	ARHGDIA	3434.3478
ARHGDIB	5387.2229	ARHGDIB	3822.1739
removed	removed	ARHGDIG	32.1739
ARHGEF10L	548.4572	ARHGEF10L	870.8696
ARHGEF10	438.505	ARHGEF10	1190.8696
ARHGEF11	1230.7692	ARHGEF11	1119.5652
ARHGEF12	4302.9118	ARHGEF12	5382.1739
ARHGEF15	488.4833	ARHGEF15	1404.7826
ARHGEF16	298.5658	ARHGEF16	195.2174
ARHGEF17	1400.2608	ARHGEF17	1757.3913
ARHGEF18	567.5793	ARHGEF18	696.087
ARHGEF19	527.5967	ARHGEF19	295.6522
ARHGEF1	1078.6615	ARHGEF1	928.2609
ARHGEF2	2675.7931	ARHGEF2	2140
removed	removed	ARHGEF33	18.6957
ARHGEF35	589.7436	ARHGEF35	963.4783
ARHGEF37	781.3994	ARHGEF37	1058.6957
ARHGEF38	53.455	ARHGEF38	30.8696
ARHGEF3	888.744	ARHGEF3	1507.3913
ARHGEF4	31.7253	ARHGEF4	186.087
ARHGEF5	132.9857	ARHGEF5	458.2609
ARHGEF6	1074.7501	ARHGEF6	2568.2609
ARHGEF7	807.475	ARHGEF7	1742.1739
ARHGEF9	473.2725	ARHGEF9	612.6087
ARID1A	3465.4498	ARID1A	2387.8261
ARID1B	1778.3572	ARID1B	2195.6522
ARID2	615.3846	ARID2	821.7391
ARID3A	31.7253	ARID3A	37.3913
ARID3B	81.7036	ARID3B	123.0435
ARID3C	8.6919	removed	removed
ARID4A	275.967	ARID4A	909.1304
ARID4B	961.947	ARID4B	1397.3913
ARID5A	322.0339	ARID5A	1224.7826
ARID5B	1320.2955	ARID5B	4459.1304
ARIH1	1743.5897	ARIH1	1876.5217
ARIH2	1136.7145	ARIH2	1465.5043
ARL10	22.1643	ARL10	38.6957
ARL11	70.4042	ARL11	24.3478
ARL13B	122.1208	ARL13B	316.9565
ARL15	265.1021	ARL15	698.6957
ARL16	398.957	ARL16	416.9565
ARL17A	92.1599	ARL17A	88.9348
ARL17B	5.9496	ARL17B	9.3478
ARL1	2571.9252	ARL1	2605.2174
ARL2BP	1302.4772	ARL2BP	1598.6957
ARL2	1103.4333	ARL2	955.2174
ARL3	829.6393	ARL3	687.8261
ARL4A	494.133	ARL4A	945.2174
ARL4C	1254.6719	ARL4C	1447.3913
ARL4D	123.8592	ARL4D	176.5217
ARL5A	836.1582	ARL5A	804.7826
ARL5B	227.7271	ARL5B	154.7826
ARL6IP1	11395.9148	ARL6IP1	3990.4348
ARL6IP4	1863.103	ARL6IP4	1639.5652
ARL6IP5	4178.1834	ARL6IP5	5330
ARL6IP6	200.3477	ARL6IP6	306.5217
ARL6	35.2021	ARL6	90.8696
ARL8A	1766.6232	ARL8A	1033.4783
ARL8B	1800.5215	ARL8B	2367.8261
ARL9	14.3416	removed	removed
ARMC10	1267.8792	ARMC10	675.7217
ARMC1	1096.4798	ARMC1	762.1739
ARMC2	31.2907	ARMC2	61.7391
ARMC3	12.6032	removed	removed
removed	removed	ARMC4	10.8696
ARMC5	413.2986	ARMC5	206.5217
ARMC6	1089.5263	ARMC6	380.8696
ARMC7	343.7636	ARMC7	307.8261
ARMC8	551.9339	ARMC8	732.6087
ARMC9	411.9948	ARMC9	157.8261
ARMCX1	388.9613	ARMCX1	1015.2174
ARMCX2	455.4542	ARMCX2	988.2609
ARMCX3	1296.8275	ARMCX3	2060.4348
ARMCX5	232.073	ARMCX5	455.6522
ARMCX6	228.1617	ARMCX6	276.9565
ARNT2	463.7114	ARNT2	270.4348
ARNTL2	71.708	ARNTL2	30
ARNTL	186.4407	ARNTL	181.7391
ARNT	1445.8931	ARNT	1647.3913
ARPC1A	2273.5028	ARPC1A	1818.9217
ARPC1B	4705.2021	ARPC1B	1230.6435
ARPC2	5970.4476	ARPC2	3503.913
ARPC3	4127.7705	ARPC3	2567.8261
ARPC4	4058.8527	ARPC4	2561.1739
ARPC5L	1244.6762	ARPC5L	593.4783
ARPC5	3952.1947	ARPC5	2993.0435
ARPM1	37.8096	ARPM1	23.913
ARPP19	2932.638	ARPP19	3903.0435
ARPP21	8.2573	removed	removed
ARRB1	589.309	ARRB1	1006.087
ARRB2	860.0608	ARRB2	512.6087
ARRDC1	1581.9209	ARRDC1	398.6957
ARRDC2	612.3425	ARRDC2	1387.3913
ARRDC3	1443.7201	ARRDC3	5712.6087
ARRDC4	259.4524	ARRDC4	675.2174
ARSA	679.7045	ARSA	642.6087
ARSB	532.3772	ARSB	238.2609
ARSD	1802.6945	ARSD	2390.4348
ARSE	13.0378	ARSE	15.2174
ARSG	146.4581	ARSG	160.8696
ARSH	6.9535	removed	removed
ARSI	123.8592	ARSI	23.913
ARSJ	66.4928	ARSJ	182.1739
ARSK	90.3955	ARSK	184.7826
removed	removed	ART4	28.6957
ART5	5.2151	ART5	17.8261
ARTN	59.1047	ARTN	14.3478
ARV1	481.0952	ARV1	356.9565
ARVCF	551.9339	ARVCF	350.8696
AR	760.1043	AR	441.3043
AS3MT	220.7649	AS3MT	360.4348
ASAH1	5033.0291	ASAH1	7687.8261
ASAH2	17.8183	removed	removed
ASAM	398.0878	ASAM	1076.9565
ASAP1	1531.9426	ASAP1	1285.6522
ASAP2	752.2816	ASAP2	1315.2174
ASAP3	1324.2069	ASAP3	993.4783
ASB13	831.3777	ASB13	913.4783
ASB14	8.2573	ASB14	13.0435
ASB16	17.8183	ASB16	16.2348
ASB1	309.2308	ASB1	577.587
ASB2	16.5146	ASB2	56.9565
ASB3	297.2621	ASB3	360
ASB6	995.9192	ASB6	663.3826
ASB7	407.6488	ASB7	458.2609
ASB8	736.6362	ASB8	781.7391
ASB9	13.907	ASB9	82.1739
ASCC1	666.2321	ASCC1	468.6957
ASCC2	941.3299	ASCC2	1080.4348
ASCC3	1330.7258	ASCC3	916.087
ASCL1	60.8431	removed	removed
ASCL2	39.1134	ASCL2	8.6957
ASF1A	648.8483	ASF1A	508.6957
ASF1B	195.5671	ASF1B	70.4348
ASGR1	14.7762	ASGR1	9.5652
ASGR2	5.6497	removed	removed
ASH1L	1810.9083	ASH1L	2715.3565
ASH2L	2022.5989	ASH2L	1206.5217
ASL	693.6115	ASL	415.6522
ASMTL	741.8514	ASMTL	764.6652
ASNA1	1174.7066	ASNA1	910.8696
ASNSD1	894.8283	ASNSD1	1132.1739
ASNS	63.4507	ASNS	327.3913
ASPA	16.5146	ASPA	126.5217
ASPHD1	15.6454	ASPHD1	18.2609
ASPHD2	33.0291	ASPHD2	45.2174
ASPH	7539.9565	ASPH	13109.0478
ASPM	276.4016	ASPM	19.5652
ASPN	2909.6045	ASPN	741.3043
ASPRV1	22.5989	ASPRV1	103.2
ASPSCR1	455.8887	ASPSCR1	185.2174
ASRGL1	428.0748	ASRGL1	139.5652
ASS1	2288.5702	ASS1	2792.6087
ASTE1	136.2495	ASTE1	253.5261
ASTN1	5.6497	ASTN1	80
ASTN2	414.1678	ASTN2	169.1304
ASXL1	1202.5206	ASXL1	1935.2174
ASXL2	488.4833	ASXL2	857.8261
ASXL3	22.1643	ASXL3	40
ATAD1	1126.9013	ATAD1	1179.5652
ATAD2B	303.781	ATAD2B	317.3913
ATAD2	1826.5971	ATAD2	368.2609
ATAD3A	638.4181	ATAD3A	263.4783
ATAD3B	315.9496	ATAD3B	135.6522
ATAD3C	309.8653	ATAD3C	122.6087
ATAD5	23.0335	ATAD5	57.8261
ATE1	229.0309	ATE1	342.1739
ATF1	400.2608	ATF1	590
ATF2	430.2477	ATF2	535.2174
ATF3	1421.5558	ATF3	2572.1739
ATF4	4383.3116	ATF4	5756.9565
ATF5	979.5741	ATF5	552.1739
ATF6B	3314.2112	ATF6B	1676.9565
ATF6	1592.3512	ATF6	1446.9565
ATF7IP2	46.0669	ATF7IP2	83.913
ATF7IP	882.6597	ATF7IP	1080.8696
ATF7	1489.3525	ATF7	2406.8957
ATG10	87.7879	ATG10	139.1304
ATG12	620.5997	ATG12	572.1739
ATG16L1	714.0374	ATG16L1	828.6957
ATG16L2	195.4802	ATG16L2	212.4696
ATG2A	695.7844	ATG2A	573.4783
ATG2B	589.309	ATG2B	1161.3043
ATG3	850.4998	ATG3	741.3043
ATG4A	345.0674	ATG4A	298.2609
ATG4B	707.0839	ATG4B	716.5217
ATG4C	152.1078	ATG4C	218.2609
ATG4D	166.5319	ATG4D	190.8913
ATG5	834.4198	ATG5	972.1739
ATG7	840.4781	ATG7	733.5217
ATG9A	1056.0409	ATG9A	1335.2696
ATG9B	20.2912	ATG9B	16.3217
ATHL1	917.8618	ATHL1	773.0435
ATIC	2476.3146	ATIC	1206.087
ATL1	183.8331	ATL1	435.6522
ATL2	384.6154	ATL2	1433.4783
ATL3	808.7788	ATL3	601.7391
ATMIN	1136.0278	ATMIN	1911.3043
ATM	455.0196	ATM	1243.913
ATN1	3812.6901	ATN1	3966.9565
ATOH8	68.2312	ATOH8	775.6522
ATOX1	1121.6862	ATOX1	584.3478
ATP10A	356.8014	ATP10A	401.3043
removed	removed	ATP10B	36.087
ATP10D	348.1095	ATP10D	649.1304
ATP11A	228.5963	ATP11A	820
ATP11B	488.9179	ATP11B	1466.9565
ATP11C	269.8827	ATP11C	764.3478
ATP13A1	2181.6601	ATP13A1	873.913
ATP13A2	1218.6006	ATP13A2	643.4783
ATP13A3	1280.3129	ATP13A3	1685.6522
removed	removed	ATP13A4	115.6522
removed	removed	ATP13A5	93.0435
ATP1A1	6983.0204	ATP1A1	12956.5043
ATP1A2	67.362	ATP1A2	647.3913
ATP1A3	10.4302	removed	removed
ATP1A4	8.6919	ATP1A4	6.9565
ATP1B1	1835.0543	ATP1B1	3211.1435
ATP1B2	63.4507	ATP1B2	202.6087
ATP1B3	1206.8666	ATP1B3	1649.5652
ATP2A1	9.1265	removed	removed
ATP2A2	4784.8761	ATP2A2	4960.4348
ATP2A3	1572.7944	ATP2A3	514.7826
ATP2B1	691.0039	ATP2B1	1475.2174
removed	removed	ATP2B2	10.8696
ATP2B4	3184.2677	ATP2B4	6613.4783
ATP2C1	1707.7314	ATP2C1	2546.0391
ATP2C2	146.4581	ATP2C2	142.1739
ATP5A1	8727.5098	ATP5A1	9556.9565
ATP5B	8970.4476	ATP5B	9750.4348
ATP5C1	4192.525	ATP5C1	2389.1304
ATP5D	694.9153	ATP5D	535.6522
ATP5EP2	46.5015	ATP5EP2	50.8696
ATP5E	6013.4724	ATP5E	3332.6087
ATP5F1	3003.4767	ATP5F1	2181.6565
ATP5G1	776.1843	ATP5G1	577.8261
ATP5G2	5239.4611	ATP5G2	3527.8261
ATP5G3	2930.465	ATP5G3	2454.7826
ATP5H	2524.5545	ATP5H	1880.4348
ATP5I	2166.7145	ATP5I	987.2478
ATP5J2	1375.0543	ATP5J2	1249.2957
ATP5J	2375.9757	ATP5J	1466.6609
ATP5L	4016.9492	ATP5L	2542.6087
ATP5O	3162.9726	ATP5O	2711.3043
ATP5SL	717.9487	ATP5SL	599.5652
ATP5S	52.1512	ATP5S	144.7826
ATP6AP1L	55.1934	ATP6AP1L	52.1739
ATP6AP1	10288.1356	ATP6AP1	2574.3478
ATP6AP2	3869.1873	ATP6AP2	3679.1304
ATP6V0A1	1563.668	ATP6V0A1	1235.2174
ATP6V0A2	330.2912	ATP6V0A2	439.5652
ATP6V0A4	39.548	ATP6V0A4	63.913
ATP6V0B	3631.03	ATP6V0B	1063.4783
ATP6V0C	6411.9209	ATP6V0C	1306.5217
ATP6V0D1	2009.1265	ATP6V0D1	1470.4348
ATP6V0D2	16.08	ATP6V0D2	6.087
ATP6V0E1	3767.927	ATP6V0E1	2989.5652
ATP6V0E2	4581.8036	ATP6V0E2	799.0609
ATP6V1A	1639.2873	ATP6V1A	1764.3478
ATP6V1B1	176.8796	ATP6V1B1	606.5217
ATP6V1B2	2201.2169	ATP6V1B2	1554.7826
ATP6V1C1	2348.9787	ATP6V1C1	1561.3043
ATP6V1C2	40.678	ATP6V1C2	93.5609
ATP6V1D	1540.1999	ATP6V1D	953.4783
ATP6V1E1	2926.5537	ATP6V1E1	2571.3043
ATP6V1E2	6.9535	ATP6V1E2	62.1739
ATP6V1F	2169.887	ATP6V1F	1094.7652
ATP6V1G1	4040.4172	ATP6V1G1	1950.8696
ATP6V1G2	40.4172	ATP6V1G2	16.5217
ATP6V1H	2140.8083	ATP6V1H	1010
ATP7A	348.5441	ATP7A	707.8261
ATP7B	172.9683	ATP7B	232.6087
ATP8A1	197.7401	ATP8A1	582.1739
ATP8A2	48.2399	ATP8A2	9.5652
ATP8B1	1287.1708	ATP8B1	1741.8696
ATP8B2	479.7914	ATP8B2	1136.087
ATP8B3	19.1221	ATP8B3	34.3478
ATP8B4	69.1004	ATP8B4	131.7391
ATP8B5P	11.734	ATP8B5P	20.8696
ATP9A	4166.0148	ATP9A	2864.3478
ATP9B	221.6428	ATP9B	519.1304
ATPAF1	1084.6458	ATPAF1	1428.2609
ATPAF2	237.7227	ATPAF2	234.9
ATPBD4	106.0409	ATPBD4	142.1739
ATPIF1	2515.4281	ATPIF1	770.8696
ATRIP	283.4898	ATRIP	270.213
ATRNL1	24.3372	ATRNL1	83.913
ATRN	1345.9365	ATRN	2184.7826
ATRX	1554.1069	ATRX	2467.3913
ATR	386.7884	ATR	891.3043
ATXN10	1665.3629	ATXN10	2191.7391
ATXN1L	913.5159	ATXN1L	1838.6957
ATXN1	1065.189	ATXN1	955.6522
ATXN2L	2691.8731	ATXN2L	1467.3913
ATXN2	692.7423	ATXN2	931.7391
ATXN3	354.1938	ATXN3	536.9565
ATXN7L1	192.0904	ATXN7L1	316.087
ATXN7L2	22.1643	ATXN7L2	40.4348
ATXN7L3B	3465.8844	ATXN7L3B	3048.6957
ATXN7L3	1215.1239	ATXN7L3	1026.5217
ATXN7	605.8236	ATXN7	862.1739
AUH	185.5715	AUH	335.6522
AUP1	2084.8631	AUP1	1514.9652
AURKAIP1	1405.4759	AURKAIP1	710
AURKAPS1	6.0843	removed	removed
AURKA	309.8653	AURKA	62.1739
AURKB	112.1252	AURKB	19.1304
AURKC	5.6497	AURKC	19.1304
AUTS2	2319.8609	AUTS2	1806.087
AVEN	212.9509	AVEN	176.5217
AVIL	9.1265	AVIL	16.087
AVL9	616.2538	AVL9	260
AVPI1	184.7023	AVPI1	329.5652
AVPR1A	75.6193	AVPR1A	161.7391
AVPR2	50.4129	AVPR2	147.8261
AXIN1	1093.8722	AXIN1	456.5217
AXIN2	50.8475	AXIN2	432.1739
AXL	1634.0721	AXL	1748.2609
AZGP1	8650.5867	AZGP1	30731.3043
AZI1	288.1356	AZI1	198.6957
AZI2	694.0461	AZI2	1125.6522
AZIN1	5849.6306	AZIN1	3535.2174
removed	removed	AZU1	5.2174
B2M	48749.6741	B2M	48567.8261
B3GALNT1	409.3872	B3GALNT1	447.8261
B3GALNT2	738.1486	B3GALNT2	604.7913
removed	removed	B3GALT1	14.3478
B3GALT2	7.3881	B3GALT2	18.2609
B3GALT4	319.8609	B3GALT4	260.4348
B3GALT5	8.2573	B3GALT5	44.3478
B3GALT6	862.6684	B3GALT6	456.5217
B3GALTL	328.5528	B3GALTL	376.087
B3GAT1	6.0843	B3GAT1	34.7826
B3GAT2	6.8231	B3GAT2	15.0609
B3GAT3	917.4272	B3GAT3	363.0435
B3GNT1	424.598	B3GNT1	720.4348
B3GNT2	431.1169	B3GNT2	1387.3913
B3GNT3	39.9826	B3GNT3	146.5217
B3GNT5	109.5176	B3GNT5	381.7391
B3GNT7	93.8722	B3GNT7	61.7391
B3GNT8	85.1804	B3GNT8	49.5652
B3GNT9	374.7718	B3GNT9	302.4
B3GNTL1	37.0491	B3GNTL1	51.0522
B4GALNT1	14.7458	B4GALNT1	34.3478
B4GALNT3	37.8096	B4GALNT3	160
B4GALNT4	245.1108	B4GALNT4	107.3913
B4GALT1	11277.2708	B4GALT1	3784.7826
B4GALT2	1201.2169	B4GALT2	720.8696
B4GALT3	1726.6406	B4GALT3	640.4348
B4GALT4	436.7666	B4GALT4	426.5217
B4GALT5	1644.5024	B4GALT5	1771.7391
B4GALT6	53.455	B4GALT6	176.9565
B4GALT7	443.2855	B4GALT7	385.2174
B9D1	116.4711	B9D1	140.8696
B9D2	67.362	B9D2	63.0435
BAALC	44.7631	BAALC	226.9565
BACE1	934.3764	BACE1	1117.3913
BACE2	2833.116	BACE2	1292.6087
BACH1	913.0813	BACH1	918.2609
BACH2	93.8722	BACH2	257.3913
BAD	938.6441	BAD	552.8609
BAG1	1661.4689	BAG1	1403.7478
BAG2	205.1282	BAG2	237.8261
BAG3	1801.3907	BAG3	1338.2609
BAG4	264.6675	BAG4	263.0435
BAG5	1171.6645	BAG5	1680.4348
removed	removed	BAGE2	11.0391
BAHCC1	265.1021	BAHCC1	546.087
BAHD1	866.5797	BAHD1	692.6087
BAI1	7.8227	BAI1	28.6957
BAI2	312.4728	BAI2	113.4783
removed	removed	BAI3	20
BAIAP2L1	283.7897	BAIAP2L1	433.4783
BAIAP2L2	29.987	removed	removed
BAIAP2	1299.8696	BAIAP2	680.8696
BAIAP3	765.3412	BAIAP3	307.1957
BAK1	561.0604	BAK1	220.8696
BAMBI	16720.1217	BAMBI	422.6087
BANF1	4123.4246	BANF1	1589.1304
BANK1	10.4302	BANK1	79.5652
BANP	265.9713	BANP	188.2609
BAP1	1311.6037	BAP1	1317.8261
BARD1	106.4754	BARD1	38.2609
BARX2	59.9739	BARX2	859.5652
BASP1	725.7714	BASP1	224.7826
BAT1	5049.9783	BAT1	5165.6522
BAT2L1	4816.2277	BAT2L1	4999.087
BAT2L2	6621.9035	BAT2L2	4126.5217
BAT2	8604.5198	BAT2	4536.087
BAT3	4114.7327	BAT3	3244.8609
BAT4	330.7258	BAT4	359.5652
BAT5	1042.1556	BAT5	605.6522
BATF2	57.801	BATF2	56.9565
BATF3	28.2486	BATF3	21.7391
BATF	306.3885	BATF	66.9565
BAX	662.7553	BAX	267.8261
BAZ1A	1006.5189	BAZ1A	888.6957
removed	removed	BAZ1B	2385.2174
BAZ2A	2032.5598	BAZ2A	2789.1087
BAZ2B	416.8753	BAZ2B	1037.4261
BBC3	168.6223	BBC3	47.3913
removed	removed	BBOX1	329.5652
BBS10	205.5628	BBS10	613.0435
BBS12	76.0539	BBS12	211.3043
BBS1	688.3963	BBS1	1031.3043
BBS2	443.2855	BBS2	1293.913
BBS4	315.515	BBS4	486.087
BBS5	126.9013	BBS5	236.4261
BBS7	164.711	BBS7	380.4348
BBS9	245.5454	BBS9	370.4348
BBX	1062.5815	BBX	2000.4348
BCAM	7731.8557	BCAM	4985.2174
BCAN	2067.362	BCAN	10.4348
BCAP29	713.6028	BCAP29	1499.1304
BCAP31	5716.2103	BCAP31	5303.0435
BCAR1	1304.6502	BCAR1	1103.913
BCAR3	584.9457	BCAR3	681.7391
BCAS1	578.8787	BCAS1	145.6522
BCAS2	628.6832	BCAS2	694.9261
BCAS3	407.6488	BCAS3	561.3043
BCAS4	1214.2547	BCAS4	1285.6522
BCAT1	635.8105	BCAT1	257.3913
