gene_id	TCGA-GI-A2C8-01A-11R-A16F-07	gene_id	TCGA-GI-A2C8-11A-22R-A16F-07
ANKZF1	597.0549	ANKZF1	344.364
ANLN	64.5917	ANLN	43.4333
ANO10	573.9625	ANO10	506.2048
ANO1	1440.7631	ANO1	396.5874
ANO2	6.6934	ANO2	14.4778
removed	removed	ANO5	5735.2637
ANO6	2320.9505	ANO6	5113.7539
ANO7	12.3829	ANO7	6.2048
ANO8	251.6734	ANO8	425.5429
ANO9	225.9036	removed	removed
ANP32A	2945.1138	ANP32A	1568.2523
ANP32B	2156.6265	ANP32B	1048.6039
ANP32E	420.0134	ANP32E	1694.4157
ANPEP	591.7001	ANPEP	158.2213
ANTXR1	5647.925	ANTXR1	2910.031
ANTXR2	788.1526	ANTXR2	744.5708
ANUBL1	103.7483	ANUBL1	131.334
ANXA11	2868.1392	ANXA11	5190.2792
ANXA1	2172.0214	ANXA1	2767.8387
ANXA2P1	56.2249	ANXA2P1	32.575
ANXA2P2	3130.5221	ANXA2P2	1571.8718
ANXA2	9152.2758	ANXA2	4896.0703
ANXA3	252.008	ANXA3	388.3144
ANXA4	1077.6439	ANXA4	723.8883
ANXA5	5262.7175	ANXA5	4040.3309
ANXA6	8448.4605	ANXA6	12770.424
ANXA7	3083.3333	ANXA7	5675.2844
ANXA8L2	14.3909	removed	removed
ANXA8	24.4311	ANXA8	9.3071
ANXA9	716.5328	ANXA9	18.0972
AOAH	203.8153	AOAH	9.3071
AOC2	8.3668	AOC2	20.1655
AOC3	738.2865	AOC3	1405.3775
AOX1	162.9853	AOX1	189.2451
AOX2P	6.0241	removed	removed
AP1AR	685.4083	AP1AR	247.1562
AP1B1	3388.2195	AP1B1	1204.2399
AP1G1	2251.6734	AP1G1	2764.7363
AP1G2	1062.3059	AP1G2	47.4509
AP1M1	1044.1767	AP1M1	1001.5512
AP1M2	2065.261	removed	removed
AP1S1	816.5997	AP1S1	109.1003
AP1S2	409.6386	AP1S2	3806.6184
AP1S3	46.1847	AP1S3	6.7218
AP2A1	2174.8963	AP2A1	2552.0631
AP2A2	1253.012	AP2A2	980.8687
AP2B1	7241.9679	AP2B1	5111.1686
AP2M1	7143.909	AP2M1	3660.8066
AP2S1	975.9036	AP2S1	1101.8614
AP3B1	1502.6774	AP3B1	785.4188
AP3B2	16.0643	removed	removed
AP3D1	3330.9906	AP3D1	2326.7839
AP3M1	1125.8367	AP3M1	914.6846
AP3M2	647.925	AP3M2	407.9628
AP3S1	1165.328	AP3S1	506.2048
AP3S2	2717.3795	AP3S2	3589.2399
AP4B1	215.0033	AP4B1	379.8656
AP4E1	544.8461	AP4E1	942.0889
AP4M1	348.7216	AP4M1	221.9597
AP4S1	109.7724	AP4S1	152.0165
APAF1	432.3963	APAF1	304.5502
APBA1	107.7644	APBA1	230.0931
APBA2	86.3454	APBA2	6.7218
APBA3	152.6104	APBA3	284.9018
APBB1IP	438.755	APBB1IP	60.4964
APBB1	429.7189	APBB1	1139.607
APBB2	1995.6493	APBB2	1427.6112
APBB3	511.0442	APBB3	126.6805
APC2	5.7597	removed	removed
APCDD1L	33.4672	APCDD1L	94.6225
APCDD1	371.1513	APCDD1	391.4168
APC	1173.3601	APC	2241.9855
APEH	1611.7805	APEH	3416.2358
APEX1	1942.4364	APEX1	1483.971
APEX2	562.5837	APEX2	205.274
APH1A	4963.1861	APH1A	1742.5026
APH1B	1009.3708	APH1B	226.4736
API5	1803.2129	API5	1967.425
APIP	2237.7142	APIP	879.4623
APITD1	197.577	APITD1	59.4623
APLF	23.427	APLF	115.8221
APLNR	1563.5877	APLNR	2489.1417
APLN	153.9491	APLN	251.2927
APLP1	74.9665	APLP1	11.3754
APLP2	8601.4056	APLP2	4038.2627
APOA1BP	1559.2369	APOA1BP	983.971
APOB48R	1108.4337	APOB48R	12.9266
removed	removed	APOBEC2	22756.9804
APOBEC3A	9.7055	APOBEC3A	11.3754
APOBEC3B	22.0884	APOBEC3B	5.1706
APOBEC3C	215.1941	APOBEC3C	84.2813
APOBEC3D	44.5114	APOBEC3D	14.9948
APOBEC3F	115.7965	APOBEC3F	27.9214
APOBEC3G	226.573	APOBEC3G	64.1158
APOBEC3H	9.0361	removed	removed
removed	removed	APOB	23.2678
APOC1	1159.9732	APOC1	49.6381
APOC2	343.0388	removed	removed
APOD	1474.5649	APOD	1853.6711
APOE	4505.3548	APOE	464.8397
APOL1	3121.4859	APOL1	431.2306
APOL2	948.4605	APOL2	521.1996
APOL3	897.925	APOL3	536.7115
APOL4	64.9264	APOL4	53.7746
APOL6	1802.5435	APOL6	793.6918
APOLD1	1796.1847	APOLD1	2857.8077
APOM	8.3668	APOM	61.0445
APOOL	289.4913	APOOL	949.3278
APOO	319.6118	APOO	603.9297
APPBP2	5136.8809	APPBP2	1000
APPL1	1450.4685	APPL1	3484.4881
APPL2	775.4351	APPL2	418.8211
APP	15691.7671	APP	6848.5005
APRT	917.6707	APRT	509.3071
APTX	492.9719	APTX	256.4633
AQP11	30.7898	AQP11	14.4778
AQP1	4409.8829	AQP1	6818.3609
AQP3	214.1901	AQP3	103.4126
AQP4	97.7242	AQP4	7925.5429
removed	removed	AQP7P1	38.7797
removed	removed	AQP7P3	10.8583
removed	removed	AQP7	586.3495
removed	removed	AQP9	17.0631
removed	removed	AQPEP	67.5181
AQR	981.9277	AQR	543.4333
ARAF	1366.8005	ARAF	3500
ARAP1	2409.8728	ARAP1	998.4385
ARAP2	109.4378	ARAP2	58.9452
ARAP3	369.4779	ARAP3	408.9969
ARCN1	5586.6801	ARCN1	2829.3692
removed	removed	ARC	26.3702
AREG	14.3909	AREG	32.0579
ARF1	14772.0884	ARF1	6666.4943
ARF3	6043.5074	ARF3	888.8314
ARF4	4853.4137	ARF4	1814.3744
ARF5	2271.7303	ARF5	1982.3837
ARF6	3858.0991	ARF6	1403.3092
ARFGAP1	1131.1914	ARFGAP1	312.3061
ARFGAP2	1335.3414	ARFGAP2	2407.9628
ARFGAP3	696.7871	ARFGAP3	764.7363
ARFGEF1	7058.4371	ARFGEF1	1309.5657
ARFGEF2	5900.6024	ARFGEF2	2025.3361
ARFIP1	1119.1432	ARFIP1	402.2751
ARFIP2	1530.4552	ARFIP2	308.6867
ARFRP1	612.1151	ARFRP1	427.6112
ARG2	156.8942	ARG2	285.3051
ARGLU1	1165.328	ARGLU1	871.2513
ARHGAP10	195.4485	ARHGAP10	1410.031
ARHGAP11A	80.9906	ARHGAP11A	65.1499
ARHGAP12	1036.4793	ARHGAP12	853.1541
ARHGAP15	145.2477	ARHGAP15	28.4385
ARHGAP17	1378.1794	ARHGAP17	1114.788
ARHGAP18	1153.2798	ARHGAP18	805.0672
ARHGAP19	274.0964	ARHGAP19	184.5915
ARHGAP1	3865.4618	ARHGAP1	1154.6019
ARHGAP20	106.7604	ARHGAP20	83.7642
ARHGAP21	1712.8514	ARHGAP21	2831.4374
ARHGAP22	68.2731	ARHGAP22	40.3309
ARHGAP23	591.7001	ARHGAP23	646.8459
ARHGAP24	377.1754	ARHGAP24	467.425
ARHGAP25	340.0268	ARHGAP25	99.7932
ARHGAP26	319.2771	ARHGAP26	726.4736
ARHGAP27	703.4605	ARHGAP27	153.0507
ARHGAP28	519.0763	ARHGAP28	623.5781
ARHGAP29	2849.3976	ARHGAP29	1867.6319
ARHGAP30	689.4244	ARHGAP30	88.4178
ARHGAP31	1126.1714	ARHGAP31	877.456
ARHGAP32	3407.9652	ARHGAP32	494.8294
ARHGAP33	216.5328	ARHGAP33	41.8821
removed	removed	ARHGAP36	503.1024
ARHGAP39	196.1178	ARHGAP39	24.302
ARHGAP42	208.8186	ARHGAP42	145.8014
ARHGAP4	748.6613	ARHGAP4	64.6329
ARHGAP5	2430.7229	ARHGAP5	1858.3247
ARHGAP6	105.7564	ARHGAP6	271.9752
ARHGAP8	387.9083	removed	removed
ARHGAP9	197.4565	ARHGAP9	16.029
ARHGDIA	4101.4056	ARHGDIA	1714.5812
ARHGDIB	5751.004	ARHGDIB	879.0072
ARHGDIG	24.0361	removed	removed
ARHGEF10L	739.6252	ARHGEF10L	2826.7839
ARHGEF10	422.3561	ARHGEF10	390.8997
ARHGEF11	2072.6238	ARHGEF11	1024.302
ARHGEF12	5480.9237	ARHGEF12	5620.4757
ARHGEF15	434.0696	ARHGEF15	543.4333
ARHGEF16	236.6131	ARHGEF16	8.273
ARHGEF17	1645.2477	ARHGEF17	743.0196
ARHGEF18	761.7135	ARHGEF18	252.3268
ARHGEF19	143.5743	ARHGEF19	8.7901
ARHGEF1	846.3855	ARHGEF1	345.9152
ARHGEF2	1255.3548	ARHGEF2	782.3164
ARHGEF33	6.0241	ARHGEF33	8.273
ARHGEF35	255.0201	ARHGEF35	11.8925
ARHGEF37	2688.0857	ARHGEF37	747.1562
ARHGEF38	20.7497	removed	removed
ARHGEF3	1259.0361	ARHGEF3	614.2709
ARHGEF4	45.5154	ARHGEF4	319.0279
ARHGEF5	400.9371	ARHGEF5	8.273
removed	removed	ARHGEF6	6548.0869
ARHGEF7	1489.6252	ARHGEF7	1966.908
ARHGEF9	562.5837	ARHGEF9	300.9307
ARID1A	3100.0669	ARID1A	2255.9462
ARID1B	2052.5435	ARID1B	2788.0041
ARID2	846.3855	ARID2	628.7487
ARID3A	95.3815	ARID3A	20.1655
ARID3B	85.676	ARID3B	72.9059
ARID4A	667.6707	ARID4A	491.727
ARID4B	1955.4987	ARID4B	748.0817
ARID5A	462.8514	ARID5A	816.4426
ARID5B	1425.3681	ARID5B	3208.8935
ARIH1	1996.988	ARIH1	3210.4447
ARIH2	1235.2343	ARIH2	4981.8614
ARL10	22.423	ARL10	68.7694
ARL11	175.3681	ARL11	6.7218
ARL13B	224.8996	ARL13B	81.696
ARL15	472.8916	ARL15	236.2978
ARL16	166.6667	ARL16	181.4891
ARL17A	72.3159	ARL17A	86.8046
ARL17B	5.0301	removed	removed
ARL1	1851.7403	ARL1	2500
ARL2BP	1230.2544	ARL2BP	1229.0589
ARL2	762.0482	ARL2	2080.6618
ARL3	525.1004	ARL3	285.9359
ARL4A	319.9465	ARL4A	78.0765
ARL4C	802.5435	ARL4C	126.1634
ARL4D	59.5716	ARL4D	97.7249
ARL5A	1615.7965	ARL5A	1993.2782
ARL5B	210.174	ARL5B	453.4643
ARL6IP1	7380.8568	ARL6IP1	1248.7073
ARL6IP4	930.7229	ARL6IP4	1992.2441
ARL6IP5	2758.0321	ARL6IP5	8498.9659
ARL6IP6	261.7135	ARL6IP6	183.0403
ARL6	98.7282	ARL6	38.2627
ARL8A	2463.5207	ARL8A	854.1882
ARL8B	2506.3588	ARL8B	2751.2927
ARMC10	805.676	ARMC10	307.182
ARMC1	1372.8246	ARMC1	1039.2968
ARMC2	66.2651	ARMC2	7.2389
ARMC3	6.0241	removed	removed
ARMC5	271.0843	ARMC5	282.8335
ARMC6	374.8092	ARMC6	621.9804
ARMC7	223.8956	ARMC7	149.9483
ARMC8	809.2369	ARMC8	1608.5832
ARMC9	429.7189	ARMC9	29.9897
ARMCX1	389.2236	ARMCX1	947.2596
ARMCX2	757.3628	ARMCX2	300.9307
ARMCX3	2196.4525	ARMCX3	1942.606
ARMCX5	240.9639	ARMCX5	233.7125
ARMCX6	270.0803	ARMCX6	95.1396
ARNT2	5359.4378	ARNT2	650.4654
ARNTL2	52.5435	ARNTL2	6.2048
ARNTL	318.2731	ARNTL	140.6412
ARNT	1473.2262	ARNT	2157.1872
ARPC1A	3032.249	ARPC1A	1055.3257
ARPC1B	2947.6707	ARPC1B	540.3309
ARPC2	4388.5542	ARPC2	4802.999
ARPC3	2754.0161	ARPC3	1109.1003
ARPC4	2724.3876	ARPC4	1505.9617
ARPC5L	1069.6118	ARPC5L	846.4323
ARPC5	3047.8581	ARPC5	666.4943
ARPM1	37.4833	ARPM1	12.9266
ARPP19	7103.079	ARPP19	6417.787
removed	removed	ARPP21	2320.5791
ARRB1	1259.0361	ARRB1	223.3713
ARRB2	940.4284	ARRB2	266.2875
ARRDC1	1050.5355	ARRDC1	207.3423
ARRDC2	576.3052	ARRDC2	2583.2472
ARRDC3	1722.8916	ARRDC3	3283.3506
ARRDC4	301.2048	ARRDC4	2678.9038
ARSA	984.6051	ARSA	159.7725
ARSB	475.5689	ARSB	331.4374
ARSD	4586.6801	ARSD	141.6753
ARSE	68.9424	removed	removed
ARSG	820.6158	ARSG	81.696
ARSI	138.8889	ARSI	13.9607
ARSJ	99.7323	ARSJ	31.5408
ARSK	114.7925	ARSK	98.242
removed	removed	ART1	858.3247
removed	removed	ART3	2437.9524
removed	removed	ART5	140.6412
ARTN	29.4511	removed	removed
ARV1	606.091	ARV1	401.241
ARVCF	254.0161	ARVCF	356.2565
ARX	11.0442	ARX	344.8811
AR	861.7805	AR	749.7415
AS3MT	183.4003	AS3MT	357.9783
ASAH1	5092.0348	ASAH1	2923.9917
removed	removed	ASAH2B	25.8532
ASAH2	7.3628	ASAH2	10.3413
ASAM	306.2249	ASAM	121.5098
ASAP1	1673.6948	ASAP1	658.7384
ASAP2	791.4993	ASAP2	549.121
ASAP3	1076.3052	ASAP3	1298.3454
removed	removed	ASB10	1276.1117
removed	removed	ASB11	1392.4509
removed	removed	ASB12	1129.7828
ASB13	921.6867	ASB13	437.9524
ASB14	10.3748	ASB14	910.031
removed	removed	ASB15	2729.0589
ASB16	52.4565	ASB16	1792.425
removed	removed	ASB18	26.3702
ASB1	432.5	ASB1	1455.5895
ASB2	36.8139	ASB2	9850.0517
ASB3	224.5649	ASB3	185.1086
removed	removed	ASB4	493.7952
removed	removed	ASB5	11969.4933
ASB6	830.2343	ASB6	409.7622
ASB7	283.4672	ASB7	288.5212
ASB8	862.1151	ASB8	7077.5595
ASB9	17.7376	ASB9	16.546
ASCC1	389.5582	ASCC1	698.0352
ASCC2	1192.1017	ASCC2	1385.212
ASCC3	1115.1272	ASCC3	886.7632
ASCL2	15.0602	removed	removed
ASF1A	428.7149	ASF1A	644.7777
ASF1B	50.5355	ASF1B	11.3754
ASGR1	8.3668	removed	removed
ASGR2	9.3708	removed	removed
ASH1L	3404.2001	ASH1L	3935.4447
ASH2L	991.2985	ASH2L	1291.6236
ASL	577.9786	ASL	158.2213
ASMTL	905.2376	ASMTL	313.8418
ASMT	5.0201	removed	removed
ASNA1	1435.0736	ASNA1	1103.4126
ASNSD1	1226.9076	ASNSD1	2175.8014
ASNS	524.0964	ASNS	67.2182
ASPA	10.3748	ASPA	375.3878
ASPHD1	15.3949	removed	removed
ASPHD2	91.0308	ASPHD2	16.029
ASPH	7862.8414	ASPH	3930.7704
ASPM	47.5234	ASPM	21.7166
ASPN	3664.6586	ASPN	1397.6215
ASPRV1	41.6533	ASPRV1	45.5016
ASPSCR1	183.4003	ASPSCR1	259.0486
ASRGL1	75.3012	ASRGL1	111.6856
ASS1	6321.2851	ASS1	1427.0941
ASTE1	248.2229	ASTE1	122.9938
ASTN1	42.838	ASTN1	16.029
ASTN2	924.6988	ASTN2	155.1189
ASXL1	1536.8139	ASXL1	1450.879
ASXL2	761.3788	ASXL2	1261.6339
ATAD1	1265.3949	ATAD1	2277.6629
ATAD2B	329.9866	ATAD2B	268.3557
ATAD2	280.1205	ATAD2	108.0662
ATAD3A	207.162	ATAD3A	410.5481
ATAD3B	103.7483	ATAD3B	51.1892
ATAD3C	233.2664	ATAD3C	5.1706
ATAD5	33.8019	ATAD5	24.302
removed	removed	ATCAY	6.7218
ATE1	528.4471	ATE1	886.7632
ATF1	359.1031	ATF1	852.637
ATF2	499.3307	ATF2	550.1551
ATF3	666.332	ATF3	3304.5502
ATF4	3868.8086	ATF4	11435.8842
ATF5	382.8648	ATF5	522.2337
ATF6B	2082.9987	ATF6B	602.3785
ATF6	2199.4645	ATF6	1056.3599
ATF7IP2	48.5274	ATF7IP2	14.4778
ATF7IP	1300.2008	ATF7IP	2211.9959
ATF7	1225.9906	ATF7	2214.4519
ATG10	122.1553	ATG10	99.7932
ATG12	852.075	ATG12	706.8252
ATG16L1	978.581	ATG16L1	633.9193
ATG16L2	445.2108	ATG16L2	65.8118
ATG2A	695.4485	ATG2A	973.1127
ATG2B	1706.4926	ATG2B	1800.4137
ATG3	844.3775	ATG3	500.5171
ATG4A	525.7697	ATG4A	800.9307
ATG4B	986.6131	ATG4B	653.0507
ATG4C	159.9732	ATG4C	184.0745
ATG4D	587.0716	ATG4D	960.6774
ATG5	899.9331	ATG5	777.6629
ATG7	608.8956	ATG7	430.8221
ATG9A	1715.6024	ATG9A	4606.0031
ATG9B	18.2062	removed	removed
ATHL1	277.1084	ATHL1	43.4333
ATIC	2613.7885	ATIC	1824.1986
ATL1	218.5408	ATL1	81.1789
ATL2	576.3052	ATL2	2092.0372
ATL3	716.1981	ATL3	231.1272
ATMIN	1508.0321	ATMIN	1896.0703
ATM	1403.6145	ATM	955.5326
ATN1	5292.5033	ATN1	2817.4767
ATOH8	32.1285	ATOH8	458.635
ATOX1	702.4766	ATOX1	211.4788
ATP10A	304.2169	ATP10A	58.9452
ATP10D	632.5301	ATP10D	193.3816
ATP11A	530.7898	ATP11A	1490.1758
ATP11B	578.6479	ATP11B	821.0962
ATP11C	406.6265	ATP11C	185.1086
ATP12A	18.7416	removed	removed
ATP13A1	1256.6934	ATP13A1	398.6556
ATP13A2	897.5904	ATP13A2	407.4457
ATP13A3	3092.3695	ATP13A3	850.0517
removed	removed	ATP13A5	6.7218
ATP1A1	10773.407	ATP1A1	3385.7135
ATP1A2	71.9545	ATP1A2	58904.3433
ATP1A3	32.7979	removed	removed
ATP1A4	70.9505	ATP1A4	15.5119
ATP1B1	15555.9505	ATP1B1	11708.0403
ATP1B2	174.0295	ATP1B2	74.4571
ATP1B3	1893.5743	ATP1B3	621.5098
removed	removed	ATP1B4	2511.8925
removed	removed	ATP2A1	252481.9028
ATP2A2	5475.9036	ATP2A2	177623.5781
ATP2A3	4946.7871	ATP2A3	122.544
ATP2B1	1680.0535	ATP2B1	1627.1975
removed	removed	ATP2B2	1802.4819
ATP2B4	3986.2784	ATP2B4	2990.1758
ATP2C1	3137.3193	ATP2C1	1373.3868
ATP2C2	547.1888	removed	removed
ATP5A1	9503.3467	ATP5A1	45917.787
ATP5B	8342.7041	ATP5B	63079.6277
ATP5C1	2047.5234	ATP5C1	8726.4736
ATP5D	590.6961	ATP5D	4382.1096
ATP5EP2	25.4351	ATP5EP2	36.1944
ATP5E	3613.4538	ATP5E	4778.1799
ATP5F1	2873.494	ATP5F1	7435.8118
ATP5G1	533.4672	ATP5G1	3673.2161
ATP5G2	2930.7229	ATP5G2	11159.2554
ATP5G3	3022.423	ATP5G3	10400.7239
ATP5H	1246.988	ATP5H	6272.4922
ATP5I	816.1312	ATP5I	3408.6608
ATP5J2	1310.9103	ATP5J2	3263.1851
ATP5J	898.8521	ATP5J	6484.7053
ATP5L	2310.9103	ATP5L	4769.3899
ATP5O	1999.6653	ATP5O	10158.2213
ATP5SL	578.6479	ATP5SL	1780.2482
ATP5S	139.5582	ATP5S	353.1541
ATP6AP1L	61.9143	ATP6AP1L	56.8769
ATP6AP1	9099.0629	ATP6AP1	1678.9038
ATP6AP2	3936.0776	ATP6AP2	960.7032
ATP6V0A1	1793.842	ATP6V0A1	2533.6091
ATP6V0A2	408.6345	ATP6V0A2	420.3723
ATP6V0A4	8.0321	removed	removed
ATP6V0B	2792.1687	ATP6V0B	1101.8614
ATP6V0C	4029.1165	ATP6V0C	2534.6432
ATP6V0D1	1700.4685	ATP6V0D1	2289.0383
ATP6V0D2	73.2932	removed	removed
ATP6V0E1	5010.3748	ATP6V0E1	1689.2451
ATP6V0E2	2978.494	ATP6V0E2	339.7104
ATP6V1A	3328.3133	ATP6V1A	822.6474
ATP6V1B1	152.9451	removed	removed
ATP6V1B2	3327.6439	ATP6V1B2	2409.514
ATP6V1C1	7160.9772	ATP6V1C1	933.2989
ATP6V1C2	42.7912	ATP6V1C2	25.7032
ATP6V1D	1634.8728	ATP6V1D	1613.2368
ATP6V1E1	5315.9304	ATP6V1E1	3597.2079
ATP6V1E2	62.249	ATP6V1E2	70.3206
ATP6V1F	1876.158	ATP6V1F	1350.9928
ATP6V1G1	3359.1031	ATP6V1G1	2023.7849
ATP6V1G2	39.826	ATP6V1G2	50.1551
ATP6V1H	846.0509	ATP6V1H	1222.3371
ATP7A	473.8956	ATP7A	345.3981
ATP7B	672.6908	ATP7B	84.7983
ATP8A1	136.2115	ATP8A1	4914.1675
ATP8A2	771.419	ATP8A2	8.273
ATP8B1	2127.2055	ATP8B1	233.5057
ATP8B2	956.4926	ATP8B2	425.5429
ATP8B3	22.7577	ATP8B3	5.6877
ATP8B4	124.8327	ATP8B4	37.2285
ATP8B5P	37.4833	ATP8B5P	33.6091
ATP9A	3719.5448	ATP9A	2459.152
ATP9B	353.7483	ATP9B	330.9204
ATPAF1	864.2102	ATPAF1	6198.5522
ATPAF2	363.5743	ATPAF2	541.8821
ATPBD4	177.3762	ATPBD4	183.0403
ATPIF1	734.6051	ATPIF1	3305.0672
ATRIP	176.9545	ATRIP	200.3981
ATRNL1	219.8795	ATRNL1	399.1727
ATRN	2263.3869	ATRN	1385.212
ATRX	2006.3588	ATRX	3226.9907
ATR	1260.0402	ATR	389.8656
ATXN10	1595.7162	ATXN10	2996.8976
ATXN1L	1330.8802	ATXN1L	1503.971
ATXN1	2472.8916	ATXN1	2614.2709
ATXN2L	2574.9665	ATXN2L	1347.4664
ATXN2	732.2624	ATXN2	936.9183
ATXN3	410.9772	ATXN3	177.3526
ATXN7L1	345.7162	ATXN7L1	71.8718
ATXN7L2	40.83	ATXN7L2	239.4002
ATXN7L3B	2392.2356	ATXN7L3B	2458.1179
ATXN7L3	1336.0107	ATXN7L3	683.5574
ATXN7	738.6212	ATXN7	787.4871
AUH	573.2932	AUH	561.0134
AUP1	2521.4659	AUP1	1358.3713
AURKAIP1	580.9906	AURKAIP1	1731.6443
AURKAPS1	7.6975	AURKAPS1	11.8925
AURKA	77.3092	AURKA	152.0165
AURKB	13.3869	AURKB	5.6877
AURKC	12.3829	AURKC	6.2048
AUTS2	3364.1232	AUTS2	663.909
AVEN	223.2262	AVEN	423.9917
AVIL	75.6359	AVIL	88.9349
AVL9	769.7456	AVL9	261.6339
AVPI1	119.4779	AVPI1	123.061
AVPR1A	66.2651	AVPR1A	210.4447
AVPR2	18.0723	AVPR2	69.8035
AXIN1	784.4712	AXIN1	340.2275
AXIN2	276.4391	AXIN2	278.7229
AXL	2098.0589	AXL	754.9121
AZGP1	42765.3949	AZGP1	7.2389
AZI1	100.0669	AZI1	125.6463
AZI2	862.4498	AZI2	859.8759
AZIN1	11364.7925	AZIN1	3989.1417
B2M	47444.4444	B2M	15455.0155
B3GALNT1	633.5341	B3GALNT1	93.0714
B3GALNT2	984.9465	B3GALNT2	2260.062
removed	removed	B3GALT1	123.061
B3GALT2	15.3949	B3GALT2	8.273
B3GALT4	199.7992	B3GALT4	53.7746
B3GALT5	25.4351	removed	removed
B3GALT6	281.1245	B3GALT6	187.6939
B3GALTL	138.8889	B3GALTL	187.6939
B3GAT2	6.8675	B3GAT2	9.0538
B3GAT3	665.328	B3GAT3	108.5832
B3GNT1	601.7403	B3GNT1	847.4664
B3GNT2	927.7108	B3GNT2	214.0641
B3GNT3	5.0201	removed	removed
B3GNT5	204.8193	B3GNT5	863.4953
B3GNT7	80.656	B3GNT7	27.4043
B3GNT8	12.3829	B3GNT8	32.575
B3GNT9	347.8548	B3GNT9	103.3144
B3GNTL1	25.9337	B3GNTL1	90.274
B4GALNT1	58.8454	B4GALNT1	196.1996
B4GALNT3	116.4659	B4GALNT3	19.1313
B4GALNT4	127.51	removed	removed
B4GALT1	4850.4016	B4GALT1	1198.5522
B4GALT2	789.1566	B4GALT2	1512.4095
B4GALT3	2089.0228	B4GALT3	454.4984
B4GALT4	612.7845	B4GALT4	156.1531
B4GALT5	1619.1432	B4GALT5	3133.9193
B4GALT6	34.4712	B4GALT6	249.7415
B4GALT7	440.0937	B4GALT7	216.6494
B9D1	139.4511	B9D1	64.1158
B9D2	97.0549	B9D2	27.9214
BAALC	1581.9946	BAALC	71.3547
BACE1	1541.834	BACE1	1057.9111
BACE2	1332.9987	BACE2	387.2802
BACH1	1008.0321	BACH1	926.577
BACH2	102.4096	BACH2	462.7715
BAD	544.093	BAD	383.6194
BAG1	1650.3213	BAG1	1863.242
BAG2	225.9036	BAG2	702.1717
BAG3	1176.3722	BAG3	11738.8831
BAG4	356.4257	BAG4	202.1717
BAG5	1361.7805	BAG5	1103.9297
BAGE2	6.6934	BAGE2	14.9224
BAHCC1	323.2932	BAHCC1	309.7208
BAHD1	814.5917	BAHD1	385.212
BAI2	235.9438	BAI2	54.2916
removed	removed	BAI3	6.7218
BAIAP2L1	1613.7885	BAIAP2L1	38.7797
removed	removed	BAIAP2L2	5.1706
BAIAP2	657.259	BAIAP2	91.0031
BAIAP3	929.5147	BAIAP3	77.2699
BAK1	304.5515	BAK1	382.1096
BAMBI	6064.9264	BAMBI	56.3599
BANF1	1765.3949	BANF1	4375.3878
BANK1	16.7336	removed	removed
BANP	137.8849	BANP	186.1427
BAP1	1268.7416	BAP1	1994.8294
BARD1	95.7162	BARD1	126.1634
BARX2	721.8876	removed	removed
BASP1	757.0281	BASP1	92.0372
BAT1	3859.7724	BAT1	4052.2234
BAT2L1	6205.7999	BAT2L1	3020.6877
BAT2L2	5870.8166	BAT2L2	3334.0228
BAT2	4947.4565	BAT2	5036.7115
BAT3	3179.0495	BAT3	7631.303
BAT4	250.3347	BAT4	295.2482
BAT5	834.672	BAT5	695.9669
BATF2	71.9545	BATF2	159.2554
BATF3	18.407	BATF3	7.7559
BATF	525.1004	removed	removed
BAX	434.4043	BAX	114.2709
BAZ1A	1046.8541	BAZ1A	416.2358
BAZ1B	2958.166	BAZ1B	2498.4488
BAZ2A	2928.4605	BAZ2A	1811.6339
BAZ2B	1271.2617	BAZ2B	581.7322
BBC3	189.4244	BBC3	53.2575
BBOX1	7.6975	removed	removed
BBS10	224.5649	BBS10	337.1251
BBS12	111.4458	BBS12	30.5067
BBS1	1208.5007	BBS1	375.3878
BBS2	836.6801	BBS2	1224.4054
BBS4	461.5127	BBS4	416.2358
BBS5	235.9304	BBS5	158.4126
BBS7	107.095	BBS7	228.0248
BBS9	354.7523	BBS9	208.3764
BBX	2731.2584	BBX	1335.5739
BCAM	6758.0321	BCAM	1490.1758
BCAP29	1491.2985	BCAP29	2067.2182
BCAP31	6757.6975	BCAP31	1391.9338
BCAR1	898.5944	BCAR1	1306.1013
BCAR3	910.6426	BCAR3	543.4333
BCAS1	4972.8916	removed	removed
BCAS2	733.9391	BCAS2	812.9007
BCAS3	2428.0455	BCAS3	757.4974
BCAS4	1510.0402	BCAS4	280.2482
BCAT1	524.4311	BCAT1	94.1055
BCAT2	924.0295	BCAT2	903.8263
BCCIP	1262.2724	BCCIP	1207.0372
BCDIN3D	169.6452	BCDIN3D	133.3299
BCHE	21.0843	BCHE	188.728
BCKDHA	911.4826	BCKDHA	3273.0093
BCKDHB	484.9398	BCKDHB	305.5843
BCKDK	1364.7925	BCKDK	2351.6029
BCL10	484.6051	BCL10	250.2585
BCL11A	197.4565	removed	removed
BCL11B	42.1687	BCL11B	13.4436
BCL2A1	29.7858	BCL2A1	33.092
BCL2L11	1950.1339	BCL2L11	560.4964
BCL2L12	132.9418	BCL2L12	155.7032
BCL2L13	1969.8795	BCL2L13	4016.029
BCL2L15	6.6934	removed	removed
BCL2L1	4279.4511	BCL2L1	698.5522
BCL2L2	2575.8869	BCL2L2	626.2616
BCL2	2188.0857	BCL2	1595.1396
BCL3	2500	BCL3	601.3444
BCL6B	546.1847	BCL6B	548.0869
BCL6	591.7001	BCL6	5842.2958
BCL7A	353.4137	BCL7A	596.1737
